testmaterial,resultrowid,analytegroup,analytesubgroup,program,parentproject,project,protocol,sampleagency,stationname,stationcode,waterbodytype,latitude,longitude,datum,sampledate,collectiontime,locationcode,sampletype,collectionreplicate,resultreplicate,batch,labsampleid,matrix,method,analyte,fraction,unitname,result,mdl,rl,resultqualcode,qacode,batchverification,compliancecode,collectionmethod,collectiondevice,preppreservation,preppreservationdate,digestextractmethod,digestextractdate,analysisdate,dilution_df,expectedvalue,labagency,submittingagency,labsubmissioncode,batchcomments,compositeid,compositetype,compositereplicate,commonname,species,compositetissueprep,numberfishpercomp,tissuename,weightavg_g,tlmin_mm,tlmax_mm,tlavglength_mm,metadataurl,datedownloaded,sourcerdc,datausenotes
tissue,F56ACB0D-AF9A-4C8C-8395-08C8B8AC0D2E,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC10),BC10,Bays and Harbors,37.8215833,-122.3495,wgs84,1995/04/25,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,147.9841,1.47925,1.47925,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1999/07/13,1,,GERG,Not Recorded,A,RMP ,1995-04-Bivalves-BC10-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,A1ED6C89-28F1-4B60-A4AA-C1C614E41B4F,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Dumbarton Bridge (BA30),BA30,Bays and Harbors,37.51375,-122.1346166,wgs84,1995/04/25,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,161.7154,1.700853333,1.700853333,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1999/07/13,1,,GERG,Not Recorded,A,RMP ,1995-04-Bivalves-BA30-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,4986EF05-55D2-451B-8124-458AD1F95D0A,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,San Joaquin River (BG30),BG30,Bays and Harbors,38.02054094,-121.806267,wgs84,1995/09/14,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,187.2755,1.332626667,1.332626667,=,None,VLC,Com,Tissue_Grab,Dredge,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1995/10/26,1,,GERG,Not Recorded,A,RMP ,1995-09-Bivalves-BG30-PCB-CFLU-GERG,Normal,"1",Freshwater Clam,Corbicula fluminea,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,784D4BF5-83E2-482D-A75E-C5972D05B64F,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Reference Site (T-0 Lake Isabella),T-0Isabella,Bays and Harbors,35.65,-118.48,wgs84,1995/06/16,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,8.7806,0.84528,0.84528,=,None,VLC,Com,Tissue_Grab,Not Recorded,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1995/10/26,1,,GERG,Not Recorded,A,RMP ,1995-09-Bivalves-T-0-PCB-CFLU-GERG,Normal,"1",Freshwater Clam,Corbicula fluminea,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,8CAA011A-1B21-45E2-ACF3-682C1D88F57F,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Sacramento River (BG20),BG20,Bays and Harbors,38.05969966,-121.8112677,wgs84,1995/09/14,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,205.6527,1.559186667,1.559186667,=,None,VLC,Com,Tissue_Grab,Dredge,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1995/10/26,1,,GERG,Not Recorded,A,RMP ,1995-09-Bivalves-BG20-PCB-CFLU-GERG,Normal,"1",Freshwater Clam,Corbicula fluminea,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,19212596-83F0-46C3-94CF-66E7FD3200D6,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Grizzly Bay (BF20),BF20,Bays and Harbors,38.116,-122.04,wgs84,1995/09/14,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,230.0536,1.2630875,1.2630875,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1995/10/26,1,,GERG,Not Recorded,A,RMP ,1995-09-Bivalves-BF20-PCB-CFLU-GERG,Normal,"1",Freshwater Clam,Corbicula fluminea,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,1E6B4CCD-0691-4334-B981-8AE0841C63AA,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Coyote Creek (BA10),BA10,Bays and Harbors,37.46823888,-122.0639734,wgs84,1995/09/12,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,205.0845,2.15209,2.15209,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1995/10/25,1,,GERG,Not Recorded,A,RMP ,1995-09-Bivalves-BA10-PCB-CGIG-GERG,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,21B33BAD-18DA-4B37-A966-871242295391,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Reference Site (T-0 Tomales Bay),T-0Tomales,Bays and Harbors,38.16,-122.89,wgs84,1995/06/16,00:00:00,SurfZone,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,57.3469,0.90103,0.90103,=,None,VLC,Com,Tissue_Grab,Individual Collection by hand,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1995/10/26,1,,GERG,Not Recorded,A,RMP ,1995-09-Bivalves-T-0-PCB-CGIG-GERG,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,B9F9F3AF-06DC-4355-A455-F1830550AFA3,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Napa River (BD50),BD50,Bays and Harbors,38.097,-122.261,wgs84,1995/09/13,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,139.853,1.533666667,1.533666667,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1995/10/26,1,,GERG,Not Recorded,A,RMP ,1995-09-Bivalves-BD50-PCB-CGIG-GERG,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,C65D5507-BACA-46E8-B5CA-C1532B92A6DF,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Petaluma River (BD15),BD15,Riv/Str_Unknown,38.111,-122.487,wgs84,1995/09/13,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,293.3231,1.735915385,1.735915385,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1995/10/25,1,,GERG,Not Recorded,A,RMP ,1995-09-Bivalves-BD15-PCB-CGIG-GERG,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,8FC88CF5-9BC3-4BAB-9FA9-89F66E016FE5,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Davis Point (BD40),BD40,Bays and Harbors,38.051,-122.278,wgs84,1995/09/13,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,174.9108,1.690171429,1.690171429,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1995/10/26,1,,GERG,Not Recorded,A,RMP ,1995-09-Bivalves-BD40-PCB-CGIG-GERG,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,B100FFC6-D563-48C1-BDAD-087EA9D328FC,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Alameda (BB71),BB71,Bays and Harbors,37.696,-122.34,wgs84,1995/09/12,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,109.396,1.204833333,1.204833333,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1995/10/25,1,,GERG,Not Recorded,A,RMP ,1995-09-Bivalves-BB71-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,EDC3D3D3-5597-4FF6-9135-317D588FF10B,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Redwood Creek (BA40),BA40,Bays and Harbors,37.559,-122.209,wgs84,1995/09/12,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,122.6869,1.8137,1.8137,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1995/10/25,1,,GERG,Not Recorded,A,RMP ,1995-09-Bivalves-BA40-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,4F61F4C6-8B36-474B-98F5-B5FF7BA06A35,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Dumbarton Bridge (BA30),BA30,Bays and Harbors,37.51375,-122.1346166,wgs84,1995/09/12,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,118.5603,1.759,1.759,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1995/10/25,1,,GERG,Not Recorded,A,RMP ,1995-09-Bivalves-BA30-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,545E3DE7-6678-4E80-BE2B-8C4385E07C23,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Horseshoe Bay (BC21),BC21,Bays and Harbors,37.831,-122.4775,wgs84,1995/09/13,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,44.7398,0.82178,0.82178,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1995/10/25,1,,GERG,Not Recorded,A,RMP ,1995-09-Bivalves-BC21-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,BBF111F4-B338-41FA-BD57-89FB318F0B19,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Reference Site (T-0 Bodega Head),T-0Bodega,Bays and Harbors,38.3,-123.07,wgs84,1995/06/16,00:00:00,SurfZone,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,6.5337,,,=,None,VLC,Com,Tissue_Grab,Individual Collection by hand,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1995/10/26,1,,GERG,Not Recorded,A,RMP ,1995-09-Bivalves-T-0-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,3E0BABD3-949A-4EB0-93C8-53167532C41A,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Pinole Point (BD30),BD30,Bays and Harbors,38.024,-122.363,wgs84,1995/09/13,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,56.6144,2.0982,2.0982,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1995/10/25,1,,GERG,Not Recorded,A,RMP ,1995-09-Bivalves-BD30-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,580A6C4C-536F-4AD9-BB77-7E411C0543C7,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Red Rock (BC61),BC61,Bays and Harbors,37.928,-122.469,wgs84,1995/09/13,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,53.7408,1.1109,1.1109,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1995/10/25,1,,GERG,Not Recorded,A,RMP ,1995-09-Bivalves-BC61-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,4181BCBF-7375-4936-9306-661E637783E0,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1995 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC10),BC10,Bays and Harbors,37.8215833,-122.3495,wgs84,1995/09/12,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,91.1526,1.195177778,1.195177778,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1995/10/25,1,,GERG,Not Recorded,A,RMP ,1995-09-Bivalves-BC10-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,56659217-9679-45F1-B1DF-D6FB80B45531,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1996 RMP Status and Trends,RMP,AMS-CA,Reference Site (T-0 Putah Creek - post depuration),T-0Putah POST,Bays and Harbors,38.51,-122.1,wgs84,1995/12/20,00:00:00,Not Recorded,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,126.93,0.43214545,0.43214545,=,None,VLC,Com,Tissue_Grab,Not Recorded,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1996/07/24,1,,GERG,Not Recorded,A,RMP ,1996-04-Bivalves-T-0PutahPOST-PCB-CFLU-GERG,Normal,"1",Freshwater Clam,Corbicula fluminea,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,252561C9-DFB6-4D3E-B5FB-0D671E353787,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1996 RMP Status and Trends,RMP,AMS-CA,Grizzly Bay (BF20),BF20,Bays and Harbors,38.116,-122.04,wgs84,1996/05/02,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,155.36,0.435305327,0.435305327,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1996/07/24,1,,GERG,Not Recorded,A,RMP ,1996-04-Bivalves-BF20-PCB-CFLU-GERG,Normal,"1",Freshwater Clam,Corbicula fluminea,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,FD85BF0D-4362-4E0A-B8BE-067905208AAC,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1996 RMP Status and Trends,RMP,AMS-CA,Sacramento River (BG20),BG20,Bays and Harbors,38.05969966,-121.8112677,wgs84,1996/05/02,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,669.43,0.429009849,0.429009849,=,None,VLC,Com,Tissue_Grab,Dredge,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1996/07/25,1,,GERG,Not Recorded,A,RMP ,1996-04-Bivalves-BG20-PCB-CFLU-GERG,Normal,"1",Freshwater Clam,Corbicula fluminea,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,71D6CCD9-E623-473B-8A50-7DD9D5AE2D66,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1996 RMP Status and Trends,RMP,AMS-CA,San Joaquin River (BG30),BG30,Bays and Harbors,38.02054094,-121.806267,wgs84,1996/05/02,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,166.27,0.432597191,0.432597191,=,None,VLC,Com,Tissue_Grab,Dredge,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1996/07/24,1,,GERG,Not Recorded,A,RMP ,1996-04-Bivalves-BG30-PCB-CFLU-GERG,Normal,"1",Freshwater Clam,Corbicula fluminea,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,AB3D27E5-D1A5-4851-97B8-A512A7B97214,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1996 RMP Status and Trends,RMP,AMS-CA,San Pablo Bay (BD20),BD20,Bays and Harbors,38.048,-122.422,wgs84,1996/05/01,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,87.67,0.434439912,0.434439912,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1996/07/25,1,,GERG,Not Recorded,A,RMP ,1996-04-Bivalves-BD20-PCB-CGIG-GERG,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,D31F2A38-8CEC-4BDC-907D-1F083656E01A,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1996 RMP Status and Trends,RMP,AMS-CA,Coyote Creek (BA10),BA10,Bays and Harbors,37.46823888,-122.0639734,wgs84,1996/04/30,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,271.63,0.53569369,0.53569369,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1996/07/25,1,,GERG,Not Recorded,A,RMP ,1996-04-Bivalves-BA10-PCB-CGIG-GERG,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,1BB359D7-9CE3-401C-9247-7E793D4664E4,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1996 RMP Status and Trends,RMP,AMS-CA,Reference Site (T-0 Tomales Bay),T-0Tomales,Bays and Harbors,38.16,-122.89,wgs84,1996/01/17,00:00:00,SurfZone,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,15.98,0.400842546,0.400842546,=,None,VLC,Com,Tissue_Grab,Individual Collection by hand,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1996/07/24,1,,GERG,Not Recorded,A,RMP ,1996-04-Bivalves-T-0Tomales-PCB-CGIG-GERG,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,5A4CCC29-F0B3-4968-B984-C89BA5C3933F,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1996 RMP Status and Trends,RMP,AMS-CA,Napa River (BD50),BD50,Bays and Harbors,38.097,-122.261,wgs84,1996/05/01,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,55.73,0.440840908,0.440840908,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1996/07/25,1,,GERG,Not Recorded,A,RMP ,1996-04-Bivalves-BD50-PCB-CGIG-GERG,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,D55C08E3-4D33-4856-B83E-892A8E41546B,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1996 RMP Status and Trends,RMP,AMS-CA,Davis Point (BD40),BD40,Bays and Harbors,38.051,-122.278,wgs84,1996/05/01,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,185.05,0.440771217,0.440771217,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1996/07/24,1,,GERG,Not Recorded,A,RMP ,1996-04-Bivalves-BD40-PCB-CGIG-GERG,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,065B877E-A4C2-4404-9874-8889E2345F28,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1996 RMP Status and Trends,RMP,AMS-CA,Pinole Point (BD30),BD30,Bays and Harbors,38.024,-122.363,wgs84,1996/05/01,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,94.74,0.438806833,0.438806833,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1996/07/26,1,,GERG,Not Recorded,A,RMP ,1996-04-Bivalves-BD30-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,AB189C04-F06F-43E6-9AC2-3C1EBEC97E2C,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1996 RMP Status and Trends,RMP,AMS-CA,Red Rock (BC61),BC61,Bays and Harbors,37.928,-122.469,wgs84,1996/05/01,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,79.49,0.442201713,0.442201713,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1996/07/26,1,,GERG,Not Recorded,A,RMP ,1996-04-Bivalves-BC61-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,FD52BB92-6244-4B5B-BE30-E72662D42A35,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1996 RMP Status and Trends,RMP,AMS-CA,Horseshoe Bay (BC21),BC21,Bays and Harbors,37.831,-122.4775,wgs84,1996/05/01,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,102.63,0.438981712,0.438981712,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1996/07/26,1,,GERG,Not Recorded,A,RMP ,1996-04-Bivalves-BC21-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,987DBB02-CBBD-43E5-AA01-606C2DE3CE26,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1996 RMP Status and Trends,RMP,AMS-CA,Reference Site (T-0 Bodega Head),T-0Bodega,Bays and Harbors,38.3,-123.07,wgs84,1996/01/17,00:00:00,SurfZone,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,16.43,0.444872329,0.444872329,=,None,VLC,Com,Tissue_Grab,Individual Collection by hand,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1996/07/24,1,,GERG,Not Recorded,A,RMP ,1996-04-Bivalves-T-0Bodega-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,A84624D4-C735-4ABC-92C2-E0DC1B9A97F6,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,1996 RMP Status and Trends,RMP,AMS-CA,Alameda (BB71),BB71,Bays and Harbors,37.696,-122.34,wgs84,1996/04/30,00:00:00,OpenWater1,Composite,"1","1",Target,,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,173.35,0.443354001,0.443354001,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,1996/07/25,1,,GERG,Not Recorded,A,RMP ,1996-04-Bivalves-BB71-PCB-MCAL-GERG,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
