testmaterial,resultrowid,analytegroup,analytesubgroup,program,parentproject,project,protocol,sampleagency,stationname,stationcode,waterbodytype,latitude,longitude,datum,sampledate,collectiontime,locationcode,sampletype,collectionreplicate,resultreplicate,batch,labsampleid,matrix,method,analyte,fraction,unitname,result,mdl,rl,resultqualcode,qacode,batchverification,compliancecode,collectionmethod,collectiondevice,preppreservation,preppreservationdate,digestextractmethod,digestextractdate,analysisdate,dilution_df,expectedvalue,labagency,submittingagency,labsubmissioncode,batchcomments,compositeid,compositetype,compositereplicate,commonname,species,compositetissueprep,numberfishpercomp,tissuename,weightavg_g,tlmin_mm,tlmax_mm,tlavglength_mm,metadataurl,datedownloaded,sourcerdc,location
tissue,685662E9-45B0-48C3-9512-025F50471561,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2006 RMP FISH,RMP_FISH,MPSL-MLML,Central Bay (6),203CENTRL,Bays and Harbors,37.84518242,-122.3499452,nad83,6/22/2006,10:15:00,Location1Hook1,Composite,1,1,Target,L-158-07-11,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,0.949,,,=,SC,VLC,Com,Not Recorded,MPSL-MLML Hook & Line,None,1/1/1950,EPA 3545_3640A_3620B,4/23/2007,6/30/2007,-88,,DFW-WPCL,DFW-WPCL,"A,MD","Analytes low SRM.  A holding time violation has occurred.  All of the samples were screened for PCB AROCLOR 1248, 1254 & 1260. ",C066701,Normal,1,Brown Rockfish,Sebastes auriculatus,Skin off,5,fillet,246.07,220,260,232,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,78DA30B1-6937-4E6E-8662-E3CA0D0BD6B2,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2006 RMP FISH,RMP_FISH,MPSL-MLML,Central Bay (6),203CENTRL,Bays and Harbors,37.84518242,-122.3499452,nad83,6/23/2006,8:00:00,Location1Net1,Composite,1,1,Target,L-158-07-7,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,12.142,,,=,SC,VLC,Com,Not Recorded,"MPSL-MLML Gill Net 6 (2.0""sq.x300'monofilament)",None,1/1/1950,EPA 3545_3640A_3620B,4/23/2007,6/30/2007,-88,,DFW-WPCL,DFW-WPCL,"A,MD","Analytes low SRM.  A holding time violation has occurred.  All of the samples were screened for PCB AROCLOR 1248, 1254 & 1260. ",C066603,Normal,1,Black Perch,Embiotoca jacksoni,Skin off,3,fillet,453.9733333,270,290,280,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,866A2CC5-AA4F-41B7-A06D-F624C7DFA722,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2006 RMP FISH,RMP_FISH,MPSL-MLML,Central Bay (6),203CENTRL,Bays and Harbors,37.84518242,-122.3499452,nad83,6/23/2006,8:00:00,Location1Net1,Composite,1,1,Target,L-158-07-8,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,11.97,,,=,SC,VLC,Com,Not Recorded,"MPSL-MLML Gill Net 6 (2.0""sq.x300'monofilament)",None,1/1/1950,EPA 3545_3640A_3620B,4/23/2007,6/30/2007,-88,,DFW-WPCL,DFW-WPCL,"A,MD","Analytes low SRM.  A holding time violation has occurred.  All of the samples were screened for PCB AROCLOR 1248, 1254 & 1260. ",C066604,Normal,1,Black Perch,Embiotoca jacksoni,Skin off,3,fillet,482.53,270,300,283.3333333,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,E2340D50-FF25-4C92-A830-DA6CC5C270CC,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2006 RMP FISH,RMP_FISH,MPSL-MLML,Central Bay (6),203CENTRL,Bays and Harbors,37.84518242,-122.3499452,nad83,6/23/2006,8:00:00,Location1Net1,Composite,1,1,Target,L-158-07-9,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,11.777,,,=,SC,VLC,Com,Not Recorded,"MPSL-MLML Gill Net 6 (2.0""sq.x300'monofilament)",None,1/1/1950,EPA 3545_3640A_3620B,4/23/2007,6/30/2007,-88,,DFW-WPCL,DFW-WPCL,"A,MD","Analytes low SRM.  A holding time violation has occurred.  All of the samples were screened for PCB AROCLOR 1248, 1254 & 1260. ",C066605,Normal,1,Black Perch,Embiotoca jacksoni,Skin off,3,fillet,412.1533333,240,290,263.3333333,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,F7B22B86-77F3-43DE-B7D4-39D54A056F7D,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2006 RMP FISH,RMP_FISH,MPSL-MLML,Central Bay (6),203CENTRL,Bays and Harbors,37.84518242,-122.3499452,nad83,6/23/2006,8:00:00,Location1Net1,Composite,1,1,Target,L-158-07-5,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,7.978,,,=,SC,VLC,Com,Not Recorded,"MPSL-MLML Gill Net 6 (2.0""sq.x300'monofilament)",None,1/1/1950,EPA 3545_3640A_3620B,4/23/2007,6/30/2007,-88,,DFW-WPCL,DFW-WPCL,"A,MD","Analytes low SRM.  A holding time violation has occurred.  All of the samples were screened for PCB AROCLOR 1248, 1254 & 1260. ",C066601,Normal,1,Black Perch,Embiotoca jacksoni,Skin off,3,fillet,368.3766667,250,280,263.3333333,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,5E9E0ABE-50A1-40C2-9210-C3C0A9E28D1E,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2006 RMP FISH,RMP_FISH,MPSL-MLML,Central Bay (6),203CENTRL,Bays and Harbors,37.84518242,-122.3499452,nad83,6/22/2006,7:50:00,Location1Net1,Composite,1,1,Target,L-158-07-4,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,20.908,,,=,SC,VLC,Com,Not Recorded,"MPSL-MLML Gill Net 5 (2.5""sq.x300'monofilament)",None,1/1/1950,EPA 3545_3640A_3620B,4/23/2007,6/30/2007,-88,,DFW-WPCL,DFW-WPCL,"A,MD","Analytes low SRM.  A holding time violation has occurred.  All of the samples were screened for PCB AROCLOR 1248, 1254 & 1260. ",C066B01,Normal,1,Barred Surfperch,Amphistichus argenteus,Skin off,3,fillet,370.74,180,310,260,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,3BD43A65-79CC-4273-9AF8-B2903AF591DB,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2006 RMP FISH,RMP_FISH,MPSL-MLML,Central Bay (6),203CENTRL,Bays and Harbors,37.84518242,-122.3499452,nad83,7/5/2006,8:00:00,Location1Net1,Composite,1,1,Target,L-158-07-13,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,6.342,,,=,SC,VLC,Com,Not Recorded,"MPSL-MLML Gill Net 1 (3.75""sq.x300'twine)",None,1/1/1950,EPA 3545_3640A_3620B,4/23/2007,6/30/2007,-88,,DFW-WPCL,DFW-WPCL,"A,MD","Analytes low SRM.  A holding time violation has occurred.  All of the samples were screened for PCB AROCLOR 1248, 1254 & 1260. ",C066703,Normal,1,Brown Rockfish,Sebastes auriculatus,Skin off,5,fillet,524.118,260,360,298,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,315AEFF3-C5D7-4F70-A797-C36F5D7A386D,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2006 RMP FISH,RMP_FISH,MPSL-MLML,Central Bay (6),203CENTRL,Bays and Harbors,37.84518242,-122.3499452,nad83,7/5/2006,8:15:00,Location2Net1,Composite,1,1,Target,L-158-07-18,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,8.934,,,=,SC,VLC,Com,Not Recorded,"MPSL-MLML Gill Net 2 (4""sq.x300'multifilament)",None,1/1/1950,EPA 3545_3640A_3620B,4/23/2007,6/30/2007,-88,,DFW-WPCL,DFW-WPCL,"A,MD","Analytes low SRM.  A holding time violation has occurred.  All of the samples were screened for PCB AROCLOR 1248, 1254 & 1260. ",C066C02,Normal,1,rubberlip surfperch,Rhacochilus toxotes,Skin off,3,fillet,966.8366667,380,400,393.3333333,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,EE587174-7BF1-4E95-8821-2A4EA4414423,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2006 RMP FISH,RMP_FISH,MPSL-MLML,Central Bay (6),203CENTRL,Bays and Harbors,37.84518242,-122.3499452,nad83,7/5/2006,8:00:00,Location1Net1,Composite,1,1,Target,L-158-07-17,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,8.6645,,,=,SC,VLC,Com,Not Recorded,"MPSL-MLML Gill Net 1 (3.75""sq.x300'twine)",None,1/1/1950,EPA 3545_3640A_3620B,4/23/2007,6/30/2007,-88,,DFW-WPCL,DFW-WPCL,"A,MD","Analytes low SRM.  A holding time violation has occurred.  All of the samples were screened for PCB AROCLOR 1248, 1254 & 1260. ",C066C01,Normal,1,rubberlip surfperch,Rhacochilus toxotes,Skin off,3,fillet,927.1666667,350,390,370,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,74D9BFDC-BAE6-4BCE-A50F-A26D6894B460,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2006 RMP FISH,RMP_FISH,MPSL-MLML,Central Bay (6),203CENTRL,Bays and Harbors,37.84518242,-122.3499452,nad83,6/23/2006,8:00:00,Location1Net1,Composite,1,1,Target,L-158-07-6,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,8.455,,,=,SC,VLC,Com,Not Recorded,"MPSL-MLML Gill Net 6 (2.0""sq.x300'monofilament)",None,1/1/1950,EPA 3545_3640A_3620B,4/23/2007,6/30/2007,-88,,DFW-WPCL,DFW-WPCL,"A,MD","Analytes low SRM.  A holding time violation has occurred.  All of the samples were screened for PCB AROCLOR 1248, 1254 & 1260. ",C066602,Normal,1,Black Perch,Embiotoca jacksoni,Skin off,3,fillet,373.9,240,260,253.3333333,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,AAAE91C0-07D1-4E7D-8477-5D0226D4C02B,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2006 RMP FISH,RMP_FISH,MPSL-MLML,Central Bay (6),203CENTRL,Bays and Harbors,37.84518242,-122.3499452,nad83,7/5/2006,8:00:00,Location1Net1,Composite,1,1,Target,L-158-07-10,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,11.324,,,=,SC,VLC,Com,Not Recorded,"MPSL-MLML Gill Net 1 (3.75""sq.x300'twine)",None,1/1/1950,EPA 3545_3640A_3620B,4/23/2007,6/30/2007,-88,,DFW-WPCL,DFW-WPCL,"A,MD","Analytes low SRM.  A holding time violation has occurred.  All of the samples were screened for PCB AROCLOR 1248, 1254 & 1260. ",C066606,Normal,1,Black Perch,Embiotoca jacksoni,Skin off,3,fillet,454.91,260,300,276.6666667,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,8AEFF6DB-E38A-48BB-ACFB-86CCAD06DCEB,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2006 RMP FISH,RMP_FISH,MPSL-MLML,Central Bay (6),203CENTRL,Bays and Harbors,37.84518242,-122.3499452,nad83,7/5/2006,8:15:00,Location2Net1,Composite,1,1,Target,L-158-07-19,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,8.128,,,=,SC,VLC,Com,Not Recorded,"MPSL-MLML Gill Net 2 (4""sq.x300'multifilament)",None,1/1/1950,EPA 3545_3640A_3620B,5/16/2007,6/30/2007,-88,,DFW-WPCL,DFW-WPCL,"A,MD","Analytes low, hi SRM.  A holding time violation has occurred.  All of the samples were screened for PCB AROCLOR 1248, 1254 & 1260.  RPD analyte exceed lab cntrl lmt for C066501 & lab dup.  Analytes detected in MB at conc. above RL.  ",C066C03,Normal,1,rubberlip surfperch,Rhacochilus toxotes,Skin off,3,fillet,929.0566667,360,380,370,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,F27741F6-EB37-4742-B869-CFD6C86DA4CF,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2006 RMP FISH,RMP_FISH,MPSL-MLML,Central Bay (6),203CENTRL,Bays and Harbors,37.84518242,-122.3499452,nad83,6/23/2006,8:00:00,Location1Net1,Composite,1,1,Target,L-158-07-20,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,5.9255,,,=,SC,VLC,Com,Not Recorded,"MPSL-MLML Gill Net 6 (2.0""sq.x300'monofilament)",None,1/1/1950,EPA 3545_3640A_3620B,5/16/2007,6/30/2007,-88,,DFW-WPCL,DFW-WPCL,"A,MD","Analytes low, hi SRM.  A holding time violation has occurred.  All of the samples were screened for PCB AROCLOR 1248, 1254 & 1260.  RPD analyte exceed lab cntrl lmt for C066501 & lab dup.  Analytes detected in MB at conc. above RL.  ",C066501,Normal,1,Walleye Surfperch,Hyperprosopon argenteum,"Skin on, Scales Off",3,fillet,505.91,280,340,316.6666667,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,7D18DC2A-5425-4F77-926D-6EF13231DC2B,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2006 RMP FISH,RMP_FISH,MPSL-MLML,Central Bay (6),203CENTRL,Bays and Harbors,37.84518242,-122.3499452,nad83,6/23/2006,8:00:00,Location1Net1,Composite,1,1,Target,L-158-07-21,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,3.358,,,=,SC,VLC,Com,Not Recorded,"MPSL-MLML Gill Net 6 (2.0""sq.x300'monofilament)",None,1/1/1950,EPA 3545_3640A_3620B,5/16/2007,6/30/2007,-88,,DFW-WPCL,DFW-WPCL,"A,MD","Analytes low, hi SRM.  A holding time violation has occurred.  All of the samples were screened for PCB AROCLOR 1248, 1254 & 1260.  RPD analyte exceed lab cntrl lmt for C066501 & lab dup.  Analytes detected in MB at conc. above RL.  ",C066502,Normal,1,Walleye Surfperch,Hyperprosopon argenteum,"Skin on, Scales Off",3,fillet,459.8333333,290,320,306.6666667,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,3A118A28-3821-4385-A916-E7C4C9C73DF7,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2006 RMP FISH,RMP_FISH,DFW-BDD,Central Bay (6),203CENTRL,Bays and Harbors,37.84518242,-122.3499452,nad83,10/5/2006,7:52:00,OpenWaterTrawl1,Composite,1,1,Target,L-158-07-3,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,44.238,,,=,SC,VLC,Com,Not Recorded,"DFG Fish Survey Midwater trawl (0.5"" stretch cod end)",None,1/1/1950,EPA 3545_3640A_3620B,4/23/2007,6/30/2007,-88,,DFW-WPCL,DFW-WPCL,"A,MD","Analytes low SRM.  A holding time violation has occurred.  All of the samples were screened for PCB AROCLOR 1248, 1254 & 1260. ",C066901,Normal,1,Anchovy,Engraulidae,"Skin on, Scales Off",24,"whole without Head, Tail and Guts",4.649166667,90,130,97.08333333,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,A6C7D621-FDA7-4162-9982-BE2367629782,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2006 RMP FISH,RMP_FISH,MPSL-MLML,San Francisco Waterfront (3),203SANFRN,Bays and Harbors,37.7823625,-122.3863367,nad83,6/21/2006,10:11:00,OpenWaterTrawl1,Composite,1,1,Target,L-158-07-33,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,99.472,,,=,SC,VLC,Com,Not Recorded,"MPSL-MLML Otter Trawl [14.8 m (16ft) length, 3.81 cm stretch body mesh, 3.5 cm stretch bag mesh]",None,1/1/1950,EPA 3545_3640A_3620B,5/30/2007,6/30/2007,-88,,DFW-WPCL,DFW-WPCL,"A,MD","Analytes analyzed at a secondary dilution.  Analytes low, hi MS, MSD & SRM.  All of the samples were screened for PCB AROCLOR 1248, 1254 & 1260.  RPD analyte exceed lab cntrl lmt for MS & MSD, C064101 & lab dup.  Analytes detected in MB at conc. abov",C063201,Normal,1,Shiner Surfperch,Cymatogaster aggregata,"Skin on, Scales Off",20,"whole without Head, Tail and Guts",19.413,100,130,109.5,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,5B6A8715-877D-41AF-81A9-1241ADE7534E,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2006 RMP FISH,RMP_FISH,MPSL-MLML,Berkeley (4),203BRKLEY,Bays and Harbors,37.86692,-122.315,nad83,7/5/2006,13:12:00,OpenWaterTrawl2,Composite,1,1,Target,L-158-07-37,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,97.538,,,=,SC,VLC,Com,Not Recorded,"MPSL-MLML Otter Trawl [14.8 m (16ft) length, 3.81 cm stretch body mesh, 3.5 cm stretch bag mesh]",None,1/1/1950,EPA 3545_3640A_3620B,5/30/2007,6/30/2007,-88,,DFW-WPCL,DFW-WPCL,"A,MD","Analytes analyzed at a secondary dilution.  Analytes low, hi MS, MSD & SRM.  All of the samples were screened for PCB AROCLOR 1248, 1254 & 1260.  RPD analyte exceed lab cntrl lmt for MS & MSD, C064101 & lab dup.  Analytes detected in MB at conc. abov",C064202,Normal,1,Shiner Surfperch,Cymatogaster aggregata,"Skin on, Scales Off",20,"whole without Head, Tail and Guts",19.5355,100,130,113.5,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,70873D02-9506-4D9A-8933-0025BDC7CB60,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2006 RMP FISH,RMP_FISH,MPSL-MLML,Berkeley (4),203BRKLEY,Bays and Harbors,37.86692,-122.315,nad83,7/5/2006,13:12:00,OpenWaterTrawl2,Composite,1,1,Target,L-158-07-38,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,70.853,,,=,SC,VLC,Com,Not Recorded,"MPSL-MLML Otter Trawl [14.8 m (16ft) length, 3.81 cm stretch body mesh, 3.5 cm stretch bag mesh]",None,1/1/1950,EPA 3545_3640A_3620B,5/30/2007,6/30/2007,-88,,DFW-WPCL,DFW-WPCL,"A,MD","Analytes analyzed at a secondary dilution.  Analytes low, hi MS, MSD & SRM.  All of the samples were screened for PCB AROCLOR 1248, 1254 & 1260.  RPD analyte exceed lab cntrl lmt for MS & MSD, C064101 & lab dup.  Analytes detected in MB at conc. abov",C064203,Normal,1,Shiner Surfperch,Cymatogaster aggregata,"Skin on, Scales Off",20,"whole without Head, Tail and Guts",18.565,90,120,107,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,A8735BED-E192-4327-BC27-20DDC8078A87,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2006 RMP FISH,RMP_FISH,MPSL-MLML,San Francisco Waterfront (3),203SANFRN,Bays and Harbors,37.7823625,-122.3863367,nad83,6/21/2006,10:11:00,OpenWaterTrawl1,Composite,1,1,Target,L-158-07-34,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,117.901,,,=,SC,VLC,Com,Not Recorded,"MPSL-MLML Otter Trawl [14.8 m (16ft) length, 3.81 cm stretch body mesh, 3.5 cm stretch bag mesh]",None,1/1/1950,EPA 3545_3640A_3620B,5/30/2007,6/30/2007,-88,,DFW-WPCL,DFW-WPCL,"A,MD","Analytes analyzed at a secondary dilution.  Analytes low, hi MS, MSD & SRM.  All of the samples were screened for PCB AROCLOR 1248, 1254 & 1260.  RPD analyte exceed lab cntrl lmt for MS & MSD, C064101 & lab dup.  Analytes detected in MB at conc. abov",C063202,Normal,1,Shiner Surfperch,Cymatogaster aggregata,"Skin on, Scales Off",20,"whole without Head, Tail and Guts",20.17,100,130,110.5,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,3E795E04-FE04-4B84-AF93-36F8C7360461,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2006 RMP FISH,RMP_FISH,MPSL-MLML,Berkeley (4),203BRKLEY,Bays and Harbors,37.86692,-122.315,nad83,7/5/2006,13:12:00,OpenWaterTrawl2,Composite,1,1,Target,L-158-07-36,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,73.452,,,=,SC,VLC,Com,Not Recorded,"MPSL-MLML Otter Trawl [14.8 m (16ft) length, 3.81 cm stretch body mesh, 3.5 cm stretch bag mesh]",None,1/1/1950,EPA 3545_3640A_3620B,5/30/2007,6/30/2007,-88,,DFW-WPCL,DFW-WPCL,"A,MD","Analytes analyzed at a secondary dilution.  Analytes low, hi MS, MSD & SRM.  All of the samples were screened for PCB AROCLOR 1248, 1254 & 1260.  RPD analyte exceed lab cntrl lmt for MS & MSD, C064101 & lab dup.  Analytes detected in MB at conc. abov",C064201,Normal,1,Shiner Surfperch,Cymatogaster aggregata,"Skin on, Scales Off",20,"whole without Head, Tail and Guts",21.9065,90,130,109.5,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,DD9B1E26-A453-4147-83EB-41361EFC949D,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2006 RMP FISH,RMP_FISH,MPSL-MLML,San Francisco Waterfront (3),203SANFRN,Bays and Harbors,37.7823625,-122.3863367,nad83,6/21/2006,10:38:00,OpenWaterTrawl2,Composite,1,1,Target,L-158-07-35,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,85.016,,,=,SC,VLC,Com,Not Recorded,"MPSL-MLML Otter Trawl [14.8 m (16ft) length, 3.81 cm stretch body mesh, 3.5 cm stretch bag mesh]",None,1/1/1950,EPA 3545_3640A_3620B,5/30/2007,6/30/2007,-88,,DFW-WPCL,DFW-WPCL,"A,MD","Analytes analyzed at a secondary dilution.  Analytes low, hi MS, MSD & SRM.  All of the samples were screened for PCB AROCLOR 1248, 1254 & 1260.  RPD analyte exceed lab cntrl lmt for MS & MSD, C064101 & lab dup.  Analytes detected in MB at conc. abov",C063203,Normal,1,Shiner Surfperch,Cymatogaster aggregata,"Skin on, Scales Off",20,"whole without Head, Tail and Guts",20.0415,90,130,111,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,1AA75B32-923E-478B-B17A-1EBBC759A8DA,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2009 RMP FISH,RMP_FISH,MPSL-MLML,Central Bay (6),203CENTRL,Bays and Harbors,37.84518242,-122.3499452,nad83,5/19/2009,11:10:00,OpenWaterHook1,Composite,1,1,Target,L-139-10-41,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,65.0781,,,=,SC,"VLC,VMD",Com,Hook,Hook and Line,FieldFrozen,5/19/2009,EPA 3545_3640A_3620B,4/25/2010,5/19/2010,1,,DFW-WPCL,Not Recorded,A,recovery slightly >target range PCB146,C1_203CENTRLRMP09STB,normal,1,Striped Bass,Morone saxatilis,Skin off,3,fillet,1512.666667,480,560,525,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,CD6122CF-E3ED-443E-8E9B-EF0149D8917C,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2009 RMP FISH,RMP_FISH,MPSL-MLML,Central Bay (6),203CENTRL,Bays and Harbors,37.84518242,-122.3499452,nad83,5/18/2009,10:15:00,MidChannelNet1,Composite,1,1,Target,L-139-10-14,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,19.65,,,=,SC,"VLC,VMD",Com,Net,"Gill Net 3""sq monofilament",FieldFrozen,5/18/2009,EPA 3545_3640A_3620B,4/25/2010,5/18/2010,1,,DFW-WPCL,Not Recorded,A,recovery slightly >target range PCB146,C1_203CENTRLRMP09OLS,normal,1,Leopard shark,Triakis semifasciata,Skin off,3,fillet,5766.666667,1060,1230,1143.333333,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,1FFAC636-DEA8-4C00-A805-66DA1653553A,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2009 RMP FISH,RMP_FISH,MPSL-MLML,Central Bay (6),203CENTRL,Bays and Harbors,37.84518242,-122.3499452,nad83,5/19/2009,14:43:00,OpenWaterHook2,Composite,1,1,Target,L-139-10-42,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,44.759,,,=,SC,"VLC,VMD",Com,Hook,Hook and Line,FieldFrozen,5/19/2009,EPA 3545_3640A_3620B,4/25/2010,5/19/2010,1,,DFW-WPCL,Not Recorded,A,recovery slightly >target range PCB146,C2_203CENTRLRMP09STB,normal,1,Striped Bass,Morone saxatilis,Skin off,3,fillet,3153.666667,610,790,683.3333333,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,887631F0-D9DF-4644-A0F8-0CC7C48A72F7,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2009 RMP FISH,RMP_FISH,MPSL-MLML,Central Bay (6),203CENTRL,Bays and Harbors,37.84518242,-122.3499452,nad83,5/19/2009,14:43:00,OpenWaterHook2,Composite,1,1,Target,L-139-10-07,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,12.74,,,=,SC,"VLC,VMD",Com,Hook,Hook and Line,FieldFrozen,5/19/2009,EPA 3545_3640A_3620B,4/25/2010,5/19/2010,1,,DFW-WPCL,Not Recorded,A,recovery slightly >target range PCB146,C1_203CENTRLRMP09OCH,normal,1,California Halibut,Paralichthys californicus,Skin off,3,fillet,3426.666667,680,710,693.3333333,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,53290BE7-40AB-4A57-87CE-7013A166B33B,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,2009 RMP FISH,RMP_FISH,MPSL-MLML,San Francisco Waterfront (3),203SANFRN,Bays and Harbors,37.7823625,-122.3863367,nad83,5/20/2009,11:55:00,MidChannelTrawl1,Composite,1,1,Target,L-139-10-08,tissue,EPA 8082M,Sum of 40 PCBs (SFEI),Total,ng/g ww,32.185,,,=,SC,"VLC,VMD",Com,Trawl,Otter Trawl 16',FieldFrozen,5/20/2009,EPA 3545_3640A_3620B,5/13/2010,6/18/2010,1,,DFW-WPCL,Not Recorded,A,recovery slightly >target range PCB146,C1_203SANFRNRMP09OCH,normal,1,California Halibut,Paralichthys californicus,Skin off,3,fillet,2680,580,710,640,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
