testmaterial,resultrowid,analytegroup,analytesubgroup,program,parentproject,project,protocol,sampleagency,stationname,stationcode,waterbodytype,latitude,longitude,datum,sampledate,collectiontime,locationcode,sampletype,collectionreplicate,resultreplicate,batch,labsampleid,matrix,method,analyte,fraction,unitname,result,mdl,rl,resultqualcode,qacode,batchverification,compliancecode,collectionmethod,collectiondevice,preppreservation,preppreservationdate,digestextractmethod,digestextractdate,analysisdate,dilution_df,expectedvalue,labagency,submittingagency,labsubmissioncode,batchcomments,compositeid,compositetype,compositereplicate,commonname,species,compositetissueprep,numberfishpercomp,tissuename,weightavg_g,tlmin_mm,tlmax_mm,tlavglength_mm,metadataurl,datedownloaded,sourcerdc,location
tissue,3D99DF74-43FC-4C5D-BF34-EF8BEF784614,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Richmond/San Rafael Bridge,203ST1256,Bays and Harbors,37.9319,-122.4356,nad83,12/7/1982,0:00:00,Not Recorded,Composite,1,1,NA,20390; SFEIRowID:223657,tissue,Not Recorded,Mercury,Total,ug/g dw,0.342,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",12/7/1982-203ST1256-12764-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,193F19FF-4637-4F3A-BD79-42F98D80ED4D,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Richmond/San Rafael Bridge,203ST1256,Bays and Harbors,37.9319,-122.4356,nad83,12/7/1982,0:00:00,Not Recorded,Composite,1,1,NA,20390; SFEIRowID:243151,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0472,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",12/7/1982-203ST1256-12764-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,882EAC41-F387-4B45-B784-4FA73521DBC9,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/Fort Baker,203ST1451,Bays and Harbors,37.8308,-122.4739,nad83,12/7/1982,0:00:00,Not Recorded,Composite,1,1,NA,20394; SFEIRowID:223848,tissue,Not Recorded,Mercury,Total,ug/g dw,0.284,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",12/7/1982-203ST1451-12768-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,09F1991D-8F18-4A3D-AA60-8F3E4002701D,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/Fort Baker,203ST1451,Bays and Harbors,37.8308,-122.4739,nad83,12/7/1982,0:00:00,Not Recorded,Composite,1,1,NA,20394; SFEIRowID:243342,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0443,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",12/7/1982-203ST1451-12768-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,55A099F4-F753-4EF5-BB4A-D9AA9AC4349A,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/Treasure Is,204ST1454,Bays and Harbors,37.8116,-122.3593,nad83,11/2/1982,0:00:00,Not Recorded,Composite,1,1,NA,20398; SFEIRowID:223965,tissue,Not Recorded,Mercury,Total,ug/g dw,0.322,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",11/2/1982-204ST1454-12772-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,23F1CDA7-76AE-43D2-A5B2-E57865B4A518,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/Treasure Is,204ST1454,Bays and Harbors,37.8116,-122.3593,nad83,11/2/1982,0:00:00,Not Recorded,Composite,1,1,NA,20398; SFEIRowID:243459,tissue,Not Recorded,Mercury,Total,ug/g ww,0.048,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",11/2/1982-204ST1454-12772-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,FDCF34A8-2697-4936-828E-A0842E23F86E,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/Treasure Is,204ST1454,Bays and Harbors,37.8116,-122.3593,nad83,2/2/1982,0:00:00,Not Recorded,Composite,1,1,NA,20315; SFEIRowID:223955,tissue,Not Recorded,Mercury,Total,ug/g dw,0.226,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",2/2/1982-204ST1454-12665-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,FE9C8F79-14DF-47CF-A7AE-41901E3E4613,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/Treasure Is,204ST1454,Bays and Harbors,37.8116,-122.3593,nad83,2/2/1982,0:00:00,Not Recorded,Composite,1,1,NA,20315; SFEIRowID:243449,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0321,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",2/2/1982-204ST1454-12665-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,B8BAC847-FEA9-4094-87B6-F1D0DECD4837,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/Treasure Is,204ST1454,Bays and Harbors,37.8116,-122.3593,nad83,12/7/1982,0:00:00,Not Recorded,Composite,1,1,NA,20396; SFEIRowID:223974,tissue,Not Recorded,Mercury,Total,ug/g dw,0.341,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",12/7/1982-204ST1454-12770-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,867AEB39-2D67-487A-86F7-C97568E7FCCB,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/Treasure Is,204ST1454,Bays and Harbors,37.8116,-122.3593,nad83,12/7/1982,0:00:00,Not Recorded,Composite,1,1,NA,20396; SFEIRowID:243468,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0481,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",12/7/1982-204ST1454-12770-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,9DB4F2F7-147C-4B4E-84F7-B344936211E9,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/Treasure Is,204ST1454,Bays and Harbors,37.8116,-122.3593,nad83,12/14/1983,0:00:00,Not Recorded,Composite,1,1,NA,20515; SFEIRowID:223992,tissue,Not Recorded,Mercury,Total,ug/g dw,0.471,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",12/14/1983-204ST1454-12917-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,EE7E61C5-806E-413B-8B87-35A90161E849,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/Treasure Is,204ST1454,Bays and Harbors,37.8116,-122.3593,nad83,12/14/1983,0:00:00,Not Recorded,Composite,1,1,NA,20515; SFEIRowID:243486,tissue,Not Recorded,Mercury,Total,ug/g ww,0.056,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",12/14/1983-204ST1454-12917-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,C3B24EF6-A304-441A-89E4-218FD51F1E0D,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Richmond Inner Harbor Basin,203ST1255,Bays and Harbors,37.9125,-122.35,nad83,1/31/1985,0:00:00,Not Recorded,Composite,1,1,NA,21026; SFEIRowID:223708,tissue,Not Recorded,Mercury,Total,ug/g dw,0.381,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/31/1985-203ST1255-13043-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,F79B3CBB-ED79-4094-9325-6AC0301BF245,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Richmond Inner Harbor Basin,203ST1255,Bays and Harbors,37.9125,-122.35,nad83,1/31/1985,0:00:00,Not Recorded,Composite,1,1,NA,21026; SFEIRowID:243202,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0579,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/31/1985-203ST1255-13043-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,4D79034E-CDA9-49D3-A439-B7203BF87EE5,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/Treasure Is,204ST1454,Bays and Harbors,37.8116,-122.3593,nad83,2/7/1985,0:00:00,Not Recorded,Composite,1,1,NA,21027; SFEIRowID:224001,tissue,Not Recorded,Mercury,Total,ug/g dw,0.337,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",2/7/1985-204ST1454-13044-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,51C6D945-6935-49BD-BB48-614ED26536B5,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/Treasure Is,204ST1454,Bays and Harbors,37.8116,-122.3593,nad83,2/7/1985,0:00:00,Not Recorded,Composite,1,1,NA,21027; SFEIRowID:243495,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0573,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",2/7/1985-204ST1454-13044-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,6C2DC3E6-4D74-4E0D-AD6F-6A5D4A4A10E1,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Oakland Back Harbor,204ST1067,Bays and Harbors,37.7583,-122.2236,nad83,1/14/1986,0:00:00,Not Recorded,Composite,1,1,NA,22031; SFEIRowID:224259,tissue,Not Recorded,Mercury,Total,ug/g dw,0.43,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/14/1986-204ST1067-13181-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,1C8091B8-B35E-476C-88EE-14AB97E987FF,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Oakland Back Harbor,204ST1067,Bays and Harbors,37.7583,-122.2236,nad83,1/14/1986,0:00:00,Not Recorded,Composite,1,1,NA,22031; SFEIRowID:243753,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0632,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/14/1986-204ST1067-13181-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,510DFB40-8F27-400D-A7BD-2AC87C20EC27,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Oakland Inner Hbr/Embarcadero Cove,204ST1071,Bays and Harbors,37.7806,-122.2444,nad83,1/14/1986,0:00:00,Not Recorded,Composite,1,1,NA,22030; SFEIRowID:224169,tissue,Not Recorded,Mercury,Total,ug/g dw,0.452,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/14/1986-204ST1071-13180-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,31FF167A-90BD-4954-A74B-C1990C73153A,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Oakland Inner Hbr/Embarcadero Cove,204ST1071,Bays and Harbors,37.7806,-122.2444,nad83,1/14/1986,0:00:00,Not Recorded,Composite,1,1,NA,22030; SFEIRowID:243663,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0633,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/14/1986-204ST1071-13180-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,5E4449F2-94DC-44EB-9306-2A3E2BBF6A98,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Santa Fe Channel/Mouth,203ST1600,Bays and Harbors,37.9083,-122.3611,nad83,1/14/1986,0:00:00,Not Recorded,Composite,1,1,NA,22023; SFEIRowID:223666,tissue,Not Recorded,Mercury,Total,ug/g dw,0.213,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/14/1986-203ST1600-13172-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,63EA833B-08BE-4BFB-BB5E-46CC90F2613A,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Santa Fe Channel/Mouth,203ST1600,Bays and Harbors,37.9083,-122.3611,nad83,1/14/1986,0:00:00,Not Recorded,Composite,1,1,NA,22023; SFEIRowID:243160,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0307,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/14/1986-203ST1600-13172-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,B01D8690-A3EE-4361-9592-B2FA8D5239FF,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/Treasure Is,204ST1454,Bays and Harbors,37.8116,-122.3593,nad83,1/14/1986,0:00:00,Not Recorded,Composite,1,1,NA,22027; SFEIRowID:224010,tissue,Not Recorded,Mercury,Total,ug/g dw,0.247,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/14/1986-204ST1454-13177-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,02E97928-DF4A-4770-B2E6-54BA24EE289F,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/Treasure Is,204ST1454,Bays and Harbors,37.8116,-122.3593,nad83,1/14/1986,0:00:00,Not Recorded,Composite,1,1,NA,22027; SFEIRowID:243504,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0314,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/14/1986-204ST1454-13177-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,948D3E44-5EC0-42CE-90CE-C833934481C5,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Oakland Inner Harbor/West,204ST1070,Bays and Harbors,37.7998,-122.3314,nad83,1/14/1986,0:00:00,Not Recorded,Composite,1,1,NA,22029; SFEIRowID:224151,tissue,Not Recorded,Mercury,Total,ug/g dw,0.14,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/14/1986-204ST1070-13179-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,3A018405-C55E-4F4D-B4FB-AAFD3F5D7C22,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Oakland Inner Harbor/West,204ST1070,Bays and Harbors,37.7998,-122.3314,nad83,1/14/1986,0:00:00,Not Recorded,Composite,1,1,NA,22029; SFEIRowID:243645,tissue,Not Recorded,Mercury,Total,ug/g ww,0.023,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/14/1986-204ST1070-13179-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,A253D10E-3F61-4F55-9E21-5B63366C3C27,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Oakland Back Harbor,204ST1067,Bays and Harbors,37.7583,-122.2236,nad83,1/14/1987,0:00:00,Not Recorded,Composite,1,1,NA,23034; SFEIRowID:224268,tissue,Not Recorded,Mercury,Total,ug/g dw,0.779,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/14/1987-204ST1067-13338-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,5564CE33-F7BD-4587-AFE0-11D169609337,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Oakland Back Harbor,204ST1067,Bays and Harbors,37.7583,-122.2236,nad83,1/14/1987,0:00:00,Not Recorded,Composite,1,1,NA,23034; SFEIRowID:243762,tissue,Not Recorded,Mercury,Total,ug/g ww,0.093,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/14/1987-204ST1067-13338-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,7B169BCC-6197-4769-ACA4-7F83B1463DF5,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Richmond Inner Harbor Basin,203ST1255,Bays and Harbors,37.9125,-122.35,nad83,1/14/1987,0:00:00,Not Recorded,Composite,1,1,NA,23028; SFEIRowID:223717,tissue,Not Recorded,Mercury,Total,ug/g dw,0.575,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/14/1987-203ST1255-13333-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,2B51FF73-4E6E-47D2-9A73-8CF38B833FC3,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Richmond Inner Harbor Basin,203ST1255,Bays and Harbors,37.9125,-122.35,nad83,1/14/1987,0:00:00,Not Recorded,Composite,1,1,NA,23028; SFEIRowID:243211,tissue,Not Recorded,Mercury,Total,ug/g ww,0.086,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/14/1987-203ST1255-13333-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,F20435DF-4D88-4EEC-8438-E3819B49A391,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Oakland Inner Hbr/Embarcadero Cove,204ST1071,Bays and Harbors,37.7806,-122.2444,nad83,1/14/1987,0:00:00,Not Recorded,Composite,1,1,NA,23033; SFEIRowID:224178,tissue,Not Recorded,Mercury,Total,ug/g dw,0.752,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/14/1987-204ST1071-13337-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,99C3FA8E-8197-4680-AC74-A4264814F7EA,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Oakland Inner Hbr/Embarcadero Cove,204ST1071,Bays and Harbors,37.7806,-122.2444,nad83,1/14/1987,0:00:00,Not Recorded,Composite,1,1,NA,23033; SFEIRowID:243672,tissue,Not Recorded,Mercury,Total,ug/g ww,0.098,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/14/1987-204ST1071-13337-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,A4F50EA2-F8E6-4D43-A559-0C0636E6D6A6,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Oakland Inner Harbor/West,204ST1070,Bays and Harbors,37.7998,-122.3314,nad83,1/21/1987,0:00:00,Not Recorded,Composite,1,1,NA,23032; SFEIRowID:224160,tissue,Not Recorded,Mercury,Total,ug/g dw,0.475,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/21/1987-204ST1070-13336-WNG,Normal,1,Bay Mussel,Mytilus edulis,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
